1,1,119.29,334.9,135.0,53.620000000000005,1,1,1.0
1,2,734.15,267.53,68.35000000000002,36.450000000000045,1,1,1.0
1,3,210.53,250.92,89.95000000000002,39.78,1,1,1.0
2,1,97.67,339.22,135.0,53.61999999999995,1,1,1.0
2,2,722.38,268.11,68.36000000000001,36.45999999999998,1,1,1.0
2,3,210.53,250.95,89.95000000000002,39.75,1,1,1.0
3,1,74.31,342.7,135.01,57.06,1,1,1.0
3,2,708.26,271.64,68.36000000000001,36.460000000000036,1,1,1.0
3,3,210.53,250.99,89.95000000000002,39.70999999999998,1,1,1.0
4,1,48.37,346.2,142.82999999999998,61.35000000000002,1,1,1.0
4,2,696.5,272.82,68.35000000000002,36.45999999999998,1,1,1.0
4,3,210.53,251.02,89.95000000000002,39.67999999999998,1,1,1.0
5,1,22.42,347.9,142.82999999999998,66.56,1,1,1.0
5,2,680.02,275.17,73.08000000000004,36.45999999999998,1,1,1.0
5,3,210.53,251.06,89.95000000000002,39.639999999999986,1,1,1.0
6,1,0.86,351.36,142.76999999999998,66.57,1,1,1.0
6,2,668.25,275.76,73.08000000000004,36.460000000000036,1,1,1.0
6,3,210.53,251.09,89.95000000000002,39.609999999999985,1,1,1.0
7,1,0.86,354.8,127.14,63.120000000000005,1,1,1.0
7,2,651.19,280.47,73.07999999999993,36.45999999999998,1,1,1.0
7,3,210.53,251.13,89.95000000000002,39.56999999999999,1,1,1.0
8,1,0.86,361.5,100.54,56.420000000000016,1,1,1.0
8,2,636.48,283.41,77.81999999999994,36.45999999999998,1,1,1.0
8,3,210.53,251.16,89.95000000000002,39.53999999999999,1,1,1.0
9,1,0.86,364.2,73.24,53.72000000000003,1,1,1.0
9,2,621.18,285.2,80.72000000000003,38.79000000000002,1,1,1.0
9,3,210.53,251.2,89.95000000000002,39.5,1,1,1.0
10,1,0.86,369.7,46.84,48.22000000000003,1,1,1.0
10,2,604.12,287.37,80.72000000000003,38.77999999999997,1,1,1.0
10,3,210.53,251.23,89.95000000000002,39.47,1,1,1.0
11,1,0.86,378.8,21.34,39.120000000000005,1,1,1.0
11,2,589.5,286.3,84.89999999999998,42.45999999999998,1,1,1.0
11,3,210.53,251.27,89.95000000000002,39.42999999999998,1,1,1.0
12,2,574.88,287.34,84.89999999999998,42.47000000000003,1,1,1.0
12,3,210.53,251.3,89.95000000000002,39.39999999999998,1,1,1.0
13,2,561.31,292.56,84.90000000000009,42.46999999999997,1,1,1.0
13,3,210.53,251.34,89.95000000000002,39.359999999999985,1,1,1.0
14,2,545.65,294.65,84.89999999999998,42.460000000000036,1,1,1.0
14,3,210.53,251.37,89.95000000000002,39.329999999999984,1,1,1.0
15,2,530.51,296.7,84.89999999999998,43.55000000000001,1,1,1.0
15,3,210.53,251.41,89.95000000000002,39.28999999999999,1,1,1.0
16,2,510.15,298.3,90.14999999999998,45.079999999999984,1,1,1.0
16,3,210.53,251.44,89.95000000000002,39.25999999999999,1,1,1.0
