1,1,53.64,61.6,123.67999999999999,63.13,1,1,1.0
1,2,0.0,14.58,16.26,29.18,1,1,1.0
2,1,30.29,58.14,123.71000000000001,60.56,1,1,1.0
2,2,0.0,19.1,10.7,24.659999999999997,1,1,1.0
3,1,18.18,55.55,114.22,54.45,1,1,1.0
3,2,0.0,19.1,2.6,24.699999999999996,1,1,1.0
4,1,2.62,54.68,110.78,51.82,1,1,1.0
5,1,0.0,53.82,97.0,50.080000000000005,1,1,1.0
6,1,0.0,46.9,75.4,49.199999999999996,1,1,1.0
7,1,0.0,46.9,58.1,41.4,1,1,1.0
8,1,0.0,46.9,44.3,41.4,1,1,1.0
9,1,0.0,46.9,27.0,36.199999999999996,1,1,1.0
10,1,0.0,46.9,9.7,34.50000000000001,1,1,1.0
10,3,918.51,187.87,39.77999999999997,78.69999999999999,1,1,1.0
11,3,865.8,181.8,92.49000000000001,84.76999999999998,1,1,1.0
12,3,821.6,166.1,136.68999999999994,100.47,1,1,1.0
13,3,775.4,161.2,182.89,105.37,1,1,1.0
14,3,737.1,153.3,221.18999999999994,113.26999999999998,1,1,1.0
14,4,0.0,175.16,20.81,54.77000000000001,1,1,1.0
15,3,686.0,144.5,272.29999999999995,111.30000000000001,1,1,1.0
15,4,0.0,175.16,33.8,66.34,1,1,1.0
16,3,657.5,137.62,267.4,109.38,1,1,1.0
16,4,0.0,169.4,48.24,82.23999999999998,1,1,1.0
17,3,614.25,132.71,267.40999999999997,109.38,1,1,1.0
17,4,0.0,169.4,78.46,105.29999999999998,1,1,1.0
18,3,581.18,124.44,251.82000000000005,106.66,1,1,1.0
18,4,0.0,169.4,100.1,113.9,1,1,1.0
19,3,547.18,118.0,243.5200000000001,97.5,1,1,1.0
19,4,0.0,176.6,118.9,116.79999999999998,1,1,1.0
20,3,518.7,109.73,234.29999999999995,99.36999999999999,1,1,1.0
20,4,1.44,182.36,140.5,128.3,1,1,1.0
21,3,485.62,109.7,223.27999999999997,87.49999999999999,1,1,1.0
21,4,1.44,189.6,167.86,131.20000000000002,1,1,1.0
22,3,454.38,103.3,212.22000000000003,86.55,1,1,1.0
22,4,1.44,198.2,195.26,134.10000000000002,1,1,1.0
23,3,428.65,98.7,209.45000000000005,85.64,1,1,1.0
23,4,20.18,208.29,208.22,142.71,1,1,1.0
24,3,401.09,93.6,202.11000000000007,83.39000000000001,1,1,1.0
24,4,40.35,214.05,220.95000000000002,150.14999999999998,1,1,1.0
25,3,378.31,90.9,187.39000000000004,76.71000000000001,1,1,1.0
25,4,65.7,225.67,220.95,150.15,1,1,1.0
26,3,354.2,84.51,185.09999999999997,72.99,1,1,1.0
26,4,84.4,240.1,256.70000000000005,166.4,1,1,1.0
27,3,331.03,80.8,177.67000000000002,72.22000000000001,1,1,1.0
27,4,113.68,252.3,262.42,163.09999999999997,1,1,1.0
28,3,306.36,77.06,177.66999999999996,72.22,1,1,1.0
28,4,151.08,262.87,277.91999999999996,185.82999999999998,1,1,1.0
29,3,286.92,74.1,166.47999999999996,67.70000000000002,1,1,1.0
29,4,179.55,280.8,299.84999999999997,198.8,1,1,1.0
29,5,916.95,184.44,43.049999999999955,61.21000000000001,1,1,1.0
30,3,268.99,71.9,161.20999999999998,67.66,1,1,1.0
30,4,224.27,295.44,316.93000000000006,212.66000000000003,1,1,1.0
30,5,855.7,181.5,104.29999999999995,64.15,1,1,1.0
31,3,248.8,67.4,157.5,67.68,1,1,1.0
31,4,263.31,311.7,335.59,224.00000000000006,1,1,1.0
31,5,819.3,162.6,140.70000000000005,83.05000000000001,1,1,1.0
32,3,230.12,64.4,152.27999999999997,67.69,1,1,1.0
32,4,319.42,336.11,335.59,201.44999999999993,1,1,1.0
32,5,765.4,148.0,194.60000000000002,97.65,1,1,1.0
33,3,213.67,60.7,147.03,67.64999999999999,1,1,1.0
33,4,360.89,351.6,397.40999999999997,186.76999999999998,1,1,1.0
33,5,726.0,132.0,234.0,113.65,1,1,1.0
34,3,197.23,59.2,145.57000000000002,63.17,1,1,1.0
34,4,417.8,377.6,367.34,162.39999999999998,1,1,1.0
34,5,708.11,132.0,231.78999999999996,94.6,1,1,1.0
35,3,183.03,58.45,136.57000000000002,62.45,1,1,1.0
35,4,478.0,406.1,428.1,133.89999999999998,1,1,1.0
35,5,652.2,119.7,231.78999999999996,94.60000000000001,1,1,1.0
36,3,167.33,54.72,134.36999999999998,58.730000000000004,1,1,1.0
36,4,556.9,434.6,382.70000000000005,105.39999999999998,1,1,1.0
36,5,613.06,119.7,228.44000000000005,86.77,1,1,1.0
37,3,153.13,54.72,132.17000000000002,55.78,1,1,1.0
37,4,643.1,461.4,316.9,78.60000000000002,1,1,1.0
37,5,576.16,110.75,226.24,86.75,1,1,1.0
38,3,139.67,52.47,131.38000000000002,53.53,1,1,1.0
38,4,751.3,487.4,208.70000000000005,52.60000000000002,1,1,1.0
38,5,541.49,99.57,220.71000000000004,86.73000000000002,1,1,1.0
39,3,125.47,45.75,123.93,53.55,1,1,1.0
39,4,822.71,520.9,137.28999999999996,16.180000000000064,1,1,1.0
39,5,512.42,91.74,205.08000000000004,86.73,1,1,1.0
40,3,109.03,43.5,123.93,53.56,1,1,1.0
40,5,478.87,85.03,205.08000000000004,86.72999999999999,1,1,1.0
41,3,98.56,44.3,118.74000000000001,52.8,1,1,1.0
41,5,452.04,81.68,191.66000000000003,78.82,1,1,1.0
42,3,86.6,39.81,112.80000000000001,52.78999999999999,1,1,1.0
42,5,425.2,82.8,182.7,73.23,1,1,1.0
43,3,76.14,38.32,110.55999999999999,52.779999999999994,1,1,1.0
43,5,390.53,77.24,182.70000000000005,69.84000000000002,1,1,1.0
44,3,62.68,37.6,111.32,50.49999999999999,1,1,1.0
44,5,369.29,71.65,174.91000000000003,69.84,1,1,1.0
45,3,53.71,37.6,105.28999999999999,46.800000000000004,1,1,1.0
45,5,344.69,68.29,171.51000000000005,69.84999999999998,1,1,1.0
46,3,42.5,34.61,105.28999999999999,46.8,1,1,1.0
46,5,321.2,63.82,159.3,69.84,1,1,1.0
47,3,32.03,32.37,105.28999999999999,46.800000000000004,1,1,1.0
47,5,305.55,60.46,154.84999999999997,69.85,1,1,1.0
48,3,20.82,31.62,100.78,46.78,1,1,1.0
48,5,286.54,58.23,142.56,61.970000000000006,1,1,1.0
49,3,11.1,27.14,100.78,46.769999999999996,1,1,1.0
49,5,264.17,53.75,142.56,61.980000000000004,1,1,1.0
50,3,0.0,27.14,98.4,43.760000000000005,1,1,1.0
50,5,244.05,52.64,143.64999999999998,61.97,1,1,1.0
51,3,0.0,27.14,87.2,43.06,1,1,1.0
51,5,226.15,45.93,133.60999999999999,61.970000000000006,1,1,1.0
52,3,0.0,21.9,78.2,45.300000000000004,1,1,1.0
52,5,208.26,48.16,126.94,54.14,1,1,1.0
53,3,0.0,21.9,70.0,44.6,1,1,1.0
53,5,193.72,49.28,122.47999999999999,50.81999999999999,1,1,1.0
54,3,0.0,21.9,58.0,47.6,1,1,1.0
54,5,188.13,42.57,107.98000000000002,50.82,1,1,1.0
55,3,0.0,21.9,48.3,47.6,1,1,1.0
55,5,169.12,42.57,107.98000000000002,50.82,1,1,1.0
56,3,0.0,21.9,38.6,43.1,1,1,1.0
56,5,154.59,39.22,107.97,50.82000000000001,1,1,1.0
57,3,0.0,21.9,31.1,34.9,1,1,1.0
57,5,141.17,40.33,103.53,50.870000000000005,1,1,1.0
58,3,0.0,21.9,23.6,34.9,1,1,1.0
58,5,126.63,35.86,100.17000000000002,51.94,1,1,1.0
59,3,0.0,21.9,13.9,34.9,1,1,1.0
59,5,114.33,36.98,99.07000000000001,48.62,1,1,1.0
60,5,104.27,36.98,93.42999999999999,45.220000000000006,1,1,1.0
